https://vimeo.com/1145394865	7	Vimeo / Americans Who Tell the Truth	Speaking Truth to Youth: John Kiriakou (feature-portrait piece)
https://rumble.com/v6w9y1k-john-kiriakou-american-patriot-and-cia-whistleblower-proves-one-can-do-the-.html	41	Rumble / MessyTimes	John Kiriakou, American Patriot and CIA Whistleblower, Proves One Can Do the Right Thing
https://www.bitchute.com/video/dS5IIYFFKliM/	27	BitChute	Kiriakou AS INTERVIEWER: Former CIA Officer John Kiriakou interviews Dan Bilzerian
https://odysee.com/@DavidGornoski:c/cia-torture-whistleblower-john-2:9	23	Odysee / David Gornoski	CIA Torture Whistleblower John Kiriakou Explores Life as a Spy, Ethics, and Lessons Learned (Part 2)
https://rumble.com/embed/ucfsd.v6ybr7s/	224	Rumble / The Deep Focus Show	Going Deeper: Q&A with John Kiriakou (3h44m live Q&A on his own show)
https://rumble.com/embed/ucfsd.v6upapu/	87	Rumble / DeProgram (Ted Rall + Kiriakou)	DeProgram: "UK To Recognize Palestine"
https://rumble.com/embed/ucfsd.v703mwy/	48	Rumble / DeProgram PREMIUM EXCLUSIVE	Ted Rall & John Kiriakou Reveal Their All-Time Favorite Movies (paywalled premium ep)
https://rumble.com/v6xiypu-deprogram-with-ted-rall-and-john-kiriakou-afghanistan-and-us-both-shut-down.html	67	Rumble / DeProgram (Ted Rall + Kiriakou)	DeProgram: "Afghanistan and US Both Shut Down"
https://rumble.com/v743g8i.html	25	Rumble / Liberty Vault	John Kiriakou Reveals Why ZERO American Heads Will Roll Over the Epstein Scandal
https://rumble.com/v74tvlo.html	10	Rumble / John Kiriakou Official	Kiriakou AS INTERVIEWER: Could Iran Collapse the Global Economy? w/ Dr. Mohammad Marandi
https://www.dailymotion.com/video/xa09xbq	3	Dailymotion (French-language repost)	John Kiriakou, ancien officier de la CIA, affirme que l'Iran peut couler les porte-avions americains
tt2827908	59	Documentary film / James Spione (2014)	SILENCED (2014) - feature doc; Kiriakou is one of 3 profiled whistleblowers (Tribeca/IDFA)
https://samadamsaward.ch/john-kiriakou/	79	Event / Sam Adams Associates @ American University	15th Sam Adams Award for Integrity ceremony honoring John Kiriakou (Sept 25 2016); full event filmed by AU
https://consortiumnews.com/2023/03/02/watch-assange-belmarsh-tribunal-live-from-sydney/	120	Event / CN Live! (Consortium News)	Assange Belmarsh Tribunal, Sydney 2023 - Kiriakou testifies alongside Stella Assange, Varoufakis, McBride
https://consortiumnews.com/2019/04/05/live-join-christine-assange-dan-ellsberg-and-many-more-for-marathon-assange-vigil-starting-at-4-pm-est-today/	240	Event / CN Live! (Consortium News)	Marathon Assange Vigil 2019 - Kiriakou with Daniel Ellsberg, Lee Camp, Mike Gravel
https://consortiumnews.com/2019/08/30/watch-cn-live-episode-7-pepe-escobar-on-his-prison-interview-with-lula-new-whitney-webb-interview-on-epstein-and-the-clintons-and-a-scandal-rocking-australia/	90	Event / CN Live! Episode 7	John Kiriakou on the 9/11 Trial (Guantanamo military commission) - Aug 2019
https://sputnikglobe.com/20160129/loud-clear-kiriakou-interview-1033951623.html	12	Radio Sputnik / Loud & Clear	CIA 'Tortured for the Sake of Torture': Whistleblower John Kiriakou to Sputnik (2016)
https://sputniknews.com/radio_loud_and_clear/201701191049750094-john-kiriakou-us-intel-veterans-letter-to-obama-proof/	55	Radio Sputnik / Loud & Clear (Kiriakou co-host)	US Intel Veterans' Letter to Obama: Where's the Proof? ft. John Kiriakou (2017)
https://rumble.com/c/JohnKiriakouOfficial	0	Rumble CHANNEL / John Kiriakou Official	His own native-Rumble channel - hosts full interviews he cross-posts here (e.g. his Julian Dorey sit-down), often before/instead of YouTube
https://rumble.com/c/DeProgramShow	0	Rumble CHANNEL / DeProgram	Daily co-hosted show (Ted Rall + Kiriakou); dozens of Rumble-native episodes, several premium-exclusive
