# IN PROGRESS — read 00:00 to ~1:20:45 of 2:17. Resume reading at [1:20:45] (Lincoln collection arc).
# Julian Dorey #278. Sequel to #250; #279 is the companion. No clip of this episode found in the corpus.
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	03:07	Afghanistan was a net food exporter as recently as the 1970s, feeding itself and exporting rice to Pakistan and Iran despite being 90 percent mountains, before poppy replaced food production after the Taliban were overthrown.	they converted all their food production to Opium poppy because it's profitable
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	03:39	By 2009, eight years into the American presence, Afghanistan accounted for 93 percent of the world's heroin.	they accounted for 93% of the world's heroin
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	04:11	To reach Kandahar and Helmand he pulled rank for the only time in his career, telling the military he held the protocol rank of brigadier general and was not asking to be flown but telling them.	somebody start up the chopper
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	07:49	A poppy farmer he interviewed in the fields outside Lashkar Gah, asked why he did not grow tomatoes or pomegranates, answered that Americans had told him in 2001 he could grow all the poppy he wanted if he told them where the Arabs were.	the Americans told me in 2001 if I told them where the Arabs were I could grow all the poppy I wanted
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	08:52	A DEA contact told him at a facility in rural Virginia that the paper would never be published because the heroin goes to Russia and Iran and the United States wants those societies addicted and weakened.	we want them to be addicted to it it weakens their societies
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	11:32	A night-time thermal satellite image of southern Afghanistan showed pinpricks of light too small to be villages, which a military officer identified as processors — every mud hut cooking poppy after dark.	at night you cook the poppy
afghan-heroin-policy	2025-02-25-mk-ultra-usaid-overthrowing-governments	10:27	DEA's own production charts show that the years the Taliban were in charge produced almost no poppy, and in 2001 none at all.	they produced almost no Poppy
NEW:dasht-i-leili-massacre	2025-02-25-mk-ultra-usaid-overthrowing-governments	13:08	On 30 November and 1 December 2001, 2,000 Taliban soldiers surrendered at Mazar-i-Sharif; with no Afghan prison able to hold that many, the United States told the Northern Alliance under Abdul Rashid Dostum to hold them in the desert until they could be divided into smaller groups.	take them out to the desert and hold them there
NEW:dasht-i-leili-massacre	2025-02-25-mk-ultra-usaid-overthrowing-governments	14:09	The prisoners were packed into shipping containers on trucks with no air holes, no water and no food; of the 2,000, sixteen survived, and a survivor said the bodies fell out like sardines from a can when the containers were opened.	the bodies fell out like sardines from a can
NEW:dasht-i-leili-massacre	2025-02-25-mk-ultra-usaid-overthrowing-governments	14:42	Barack Obama said during the 2008 campaign that the massacre had never been properly studied and that he would task the National Security Council with establishing responsibility, which prompted Kiriakou to propose an investigation to John Kerry.	he was going to get to the bottom of it
NEW:dasht-i-leili-massacre	2025-02-25-mk-ultra-usaid-overthrowing-governments	15:14	A human rights activist met him in a darkened classroom at Johns Hopkins rather than on Capitol Hill to pass on a new witness account: a boy of twelve at the time, hiding behind a rock, saw two men in blue jeans and black t-shirts speaking English as the containers were opened.	two men there wearing blue jeans and black t-shirts and speaking English
NEW:dasht-i-leili-massacre	2025-02-25-mk-ultra-usaid-overthrowing-governments	16:16	The CIA has always denied any presence at the site, which Kiriakou considers implausible because no other Westerner would be at that spot in Afghanistan on 2 December 2001.	nobody no other Westerner from anywhere in the world is going to be at that spot
NEW:dasht-i-leili-massacre	2025-02-25-mk-ultra-usaid-overthrowing-governments	16:47	The CIA's reply to Kerry's signed letter of inquiry was classified top secret and placed in a vault Kiriakou lacked the clearance to enter; a colleague summarised its contents obscenely, and Kerry then told him he would not be publishing.	they classified it top secret it's down in the vault
